name                                                                               old time/op    new time/op    delta
Medium/pebbledb-100000-100-16-40/query-hits-fast-10                                   289ns ± 0%     234ns ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/query-hits-slow-10                                  11.3µs ± 0%     9.1µs ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/iteration-fast-10                                   29.5ms ± 0%    27.3ms ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/iteration-slow-10                                    842ms ± 0%     687ms ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/update-10                                            115µs ± 0%     109µs ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/block-10                                            15.0ms ± 0%    12.6ms ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/query-no-in-tree-guarantee-fast-10                     2.06µs ± 0%    2.05µs ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/query-no-in-tree-guarantee-slow-10                     10.5µs ± 0%     9.6µs ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/query-hits-fast-10                                     2.65µs ± 0%    2.53µs ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/query-hits-slow-10                                     11.8µs ± 0%    11.1µs ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/iteration-fast-10                                       272ms ± 0%     257ms ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/iteration-slow-10                                       6.82s ± 0%     4.99s ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/update-10                                               161µs ± 0%      97µs ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/block-10                                               20.3ms ± 0%    10.2ms ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/query-no-in-tree-guarantee-fast-10                 4.53µs ± 0%    4.63µs ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/query-no-in-tree-guarantee-slow-10                 16.5µs ± 0%    15.8µs ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/query-hits-fast-10                                 4.54µs ± 0%    4.50µs ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/query-hits-slow-10                                 16.6µs ± 0%    16.7µs ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/iteration-fast-10                                   395ms ± 0%     331ms ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/iteration-slow-10                                   9.03s ± 0%     7.92s ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/update-10                                           198µs ± 0%     133µs ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/block-10                                           26.1ms ± 0%    19.2ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBLargeData/goleveldb-50000-100-32-100/query-no-in-tree-guarantee-fast-10       1.67µs ± 2%    1.62µs ± 2%   ~     (p=0.667 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100/query-no-in-tree-guarantee-slow-10       6.55µs ± 3%    5.95µs ± 2%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100/query-hits-fast-10                        160ns ±13%     131ns ±15%   ~     (p=0.667 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100/query-hits-slow-10                       9.25µs ± 2%    8.40µs ± 1%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100/iteration-fast-10                        18.7ms ± 0%    18.1ms ± 1%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100/iteration-slow-10                         378ms ± 0%     328ms ± 2%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100/update-10                                 112µs ± 1%      89µs ± 4%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100/block-10                                 13.3ms ± 2%    10.9ms ± 2%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-1000/query-no-in-tree-guarantee-fast-10      4.05µs ± 1%    4.06µs ± 0%   ~     (p=1.000 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-1000/query-no-in-tree-guarantee-slow-10      7.61µs ± 1%    7.38µs ± 0%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-1000/query-hits-fast-10                       165ns ±10%     118ns ± 3%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-1000/query-hits-slow-10                      10.8µs ± 1%    10.6µs ± 1%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-1000/iteration-fast-10                       71.6ms ± 2%    67.0ms ± 2%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-1000/iteration-slow-10                        489ms ± 2%     423ms ± 2%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-1000/update-10                                141µs ± 0%     106µs ± 0%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-1000/block-10                                23.0ms ± 1%    18.7ms ± 2%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-10000/query-no-in-tree-guarantee-fast-10     12.4µs ± 2%    11.7µs ± 2%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-10000/query-no-in-tree-guarantee-slow-10     16.7µs ± 2%    17.3µs ± 2%   ~     (p=0.667 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-10000/query-hits-fast-10                      176ns ±10%     134ns ±14%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-10000/query-hits-slow-10                     23.1µs ± 1%    22.0µs ± 0%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-10000/iteration-fast-10                       338ms ± 3%     313ms ± 0%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-10000/iteration-slow-10                       1.03s ± 1%     0.98s ± 1%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-10000/update-10                              1.47ms ± 2%    1.23ms ±13%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-10000/block-10                                964ms ±79%     193ms ± 9%   ~     (p=0.667 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100000/query-no-in-tree-guarantee-fast-10     488µs ± 5%     345µs ± 1%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100000/query-no-in-tree-guarantee-slow-10    1.27ms ±27%    1.33ms ± 9%   ~     (p=1.000 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100000/query-hits-fast-10                     156ns ±23%     210ns ± 9%   ~     (p=0.667 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100000/query-hits-slow-10                     979µs ±16%    1027µs ± 5%   ~     (p=1.000 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100000/iteration-fast-10                      16.3s ± 1%     24.4s ±23%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100000/iteration-slow-10                      18.8s ± 4%     13.2s ± 1%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100000/update-10                             5.53ms ±13%    3.78ms ± 9%   ~     (p=0.333 n=2+2)
LevelDBLargeData/goleveldb-50000-100-32-100000/block-10                               1.82s ± 3%     0.92s ±26%   ~     (p=0.333 n=2+2)
LevelDBBatchSizes/goleveldb-100000-5-16-40/query-no-in-tree-guarantee-fast-10        1.68µs ± 0%    1.68µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-5-16-40/query-no-in-tree-guarantee-slow-10        7.99µs ± 0%    6.66µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-5-16-40/query-hits-fast-10                         283ns ± 0%     242ns ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-5-16-40/query-hits-slow-10                        11.5µs ± 0%     9.4µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-5-16-40/iteration-fast-10                         31.8ms ± 0%    29.6ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-5-16-40/iteration-slow-10                          931ms ± 0%     707ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-5-16-40/update-10                                  225µs ± 0%     190µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-5-16-40/block-10                                  1.30ms ± 0%    1.14ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-25-16-40/query-no-in-tree-guarantee-fast-10       1.70µs ± 0%    1.54µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-25-16-40/query-no-in-tree-guarantee-slow-10       8.02µs ± 0%    6.86µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-25-16-40/query-hits-fast-10                        290ns ± 0%     258ns ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-25-16-40/query-hits-slow-10                       11.3µs ± 0%     9.5µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-25-16-40/iteration-fast-10                        31.8ms ± 0%    29.0ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-25-16-40/iteration-slow-10                         881ms ± 0%     710ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-25-16-40/update-10                                 146µs ± 0%     109µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-25-16-40/block-10                                 4.64ms ± 0%    3.29ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-100-16-40/query-no-in-tree-guarantee-fast-10      1.82µs ± 0%    1.53µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-100-16-40/query-no-in-tree-guarantee-slow-10      8.22µs ± 0%    6.66µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-100-16-40/query-hits-fast-10                       266ns ± 0%     265ns ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-100-16-40/query-hits-slow-10                      11.6µs ± 0%     9.3µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-100-16-40/iteration-fast-10                       30.0ms ± 0%    29.6ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-100-16-40/iteration-slow-10                        858ms ± 0%     683ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-100-16-40/update-10                                105µs ± 0%      84µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-100-16-40/block-10                                14.6ms ± 0%    11.4ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-400-16-40/query-no-in-tree-guarantee-fast-10      1.58µs ± 0%    1.59µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-400-16-40/query-no-in-tree-guarantee-slow-10      7.47µs ± 0%    7.04µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-400-16-40/query-hits-fast-10                       247ns ± 0%     279ns ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-400-16-40/query-hits-slow-10                      10.2µs ± 0%     9.5µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-400-16-40/iteration-fast-10                       27.7ms ± 0%    28.6ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-400-16-40/iteration-slow-10                        820ms ± 0%     690ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-400-16-40/update-10                                110µs ± 0%      86µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-400-16-40/block-10                                54.3ms ± 0%    40.8ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-2000-16-40/query-no-in-tree-guarantee-fast-10     1.52µs ± 0%    1.57µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-2000-16-40/query-no-in-tree-guarantee-slow-10     7.27µs ± 0%    6.47µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-2000-16-40/query-hits-fast-10                      251ns ± 0%     258ns ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-2000-16-40/query-hits-slow-10                     10.3µs ± 0%     9.6µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-2000-16-40/iteration-fast-10                      28.2ms ± 0%    27.0ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-2000-16-40/iteration-slow-10                       866ms ± 0%     684ms ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-2000-16-40/update-10                              69.7µs ± 0%    53.9µs ± 0%   ~     (p=1.000 n=1+1)
LevelDBBatchSizes/goleveldb-100000-2000-16-40/block-10                                283ms ± 0%     181ms ± 0%   ~     (p=1.000 n=1+1)

name                                                                               old alloc/op   new alloc/op   delta
Small/memdb-1000-100-4-10/query-no-in-tree-guarantee-fast-10                          64.0B ± 0%     64.0B ± 0%   ~     (all equal)
Small/memdb-1000-100-4-10/query-no-in-tree-guarantee-slow-10                           353B ± 0%      657B ± 0%   ~     (p=1.000 n=1+1)
Small/memdb-1000-100-4-10/query-hits-fast-10                                          0.00B          0.00B        ~     (all equal)
Small/memdb-1000-100-4-10/query-hits-slow-10                                           539B ± 0%      984B ± 0%   ~     (p=1.000 n=1+1)
Small/memdb-1000-100-4-10/iteration-fast-10                                           197kB ± 0%     197kB ± 0%   ~     (p=1.000 n=1+1)
Small/memdb-1000-100-4-10/iteration-slow-10                                           758kB ± 0%    1347kB ± 0%   ~     (p=1.000 n=1+1)
Small/memdb-1000-100-4-10/update-10                                                  11.8kB ± 0%    12.4kB ± 0%   ~     (p=1.000 n=1+1)
Small/memdb-1000-100-4-10/block-10                                                   2.33MB ± 0%    2.70MB ± 0%   ~     (p=1.000 n=1+1)
Small/goleveldb-1000-100-4-10/query-no-in-tree-guarantee-fast-10                       120B ± 0%      120B ± 0%   ~     (all equal)
Small/goleveldb-1000-100-4-10/query-no-in-tree-guarantee-slow-10                       505B ± 0%      840B ± 0%   ~     (p=1.000 n=1+1)
Small/goleveldb-1000-100-4-10/query-hits-fast-10                                      0.00B          0.00B        ~     (all equal)
Small/goleveldb-1000-100-4-10/query-hits-slow-10                                       747B ± 0%     1193B ± 0%   ~     (p=1.000 n=1+1)
Small/goleveldb-1000-100-4-10/iteration-fast-10                                       168kB ± 0%     168kB ± 0%   ~     (all equal)
Small/goleveldb-1000-100-4-10/iteration-slow-10                                      1.03MB ± 0%    1.62MB ± 0%   ~     (p=1.000 n=1+1)
Small/goleveldb-1000-100-4-10/update-10                                              20.7kB ± 0%    20.9kB ± 0%   ~     (p=1.000 n=1+1)
Small/goleveldb-1000-100-4-10/block-10                                               4.16MB ± 0%    4.50MB ± 0%   ~     (p=1.000 n=1+1)
Small/pebbledb-1000-100-4-10/query-no-in-tree-guarantee-fast-10                       32.0B ± 0%     32.0B ± 0%   ~     (all equal)
Small/pebbledb-1000-100-4-10/query-no-in-tree-guarantee-slow-10                        388B ± 0%      712B ± 0%   ~     (p=1.000 n=1+1)
Small/pebbledb-1000-100-4-10/query-hits-fast-10                                       0.00B          0.00B        ~     (all equal)
Small/pebbledb-1000-100-4-10/query-hits-slow-10                                        569B ± 0%     1013B ± 0%   ~     (p=1.000 n=1+1)
Small/pebbledb-1000-100-4-10/iteration-fast-10                                        168kB ± 0%     168kB ± 0%   ~     (all equal)
Small/pebbledb-1000-100-4-10/iteration-slow-10                                        797kB ± 0%    1386kB ± 0%   ~     (p=1.000 n=1+1)
Small/pebbledb-1000-100-4-10/update-10                                               8.94kB ± 0%    9.41kB ± 0%   ~     (p=1.000 n=1+1)
Small/pebbledb-1000-100-4-10/block-10                                                1.66MB ± 0%    2.04MB ± 0%   ~     (p=1.000 n=1+1)
Medium/memdb-100000-100-16-40/query-no-in-tree-guarantee-fast-10                      88.0B ± 0%     88.0B ± 0%   ~     (all equal)
Medium/memdb-100000-100-16-40/query-no-in-tree-guarantee-slow-10                       407B ± 0%      715B ± 0%   ~     (p=1.000 n=1+1)
Medium/memdb-100000-100-16-40/query-hits-fast-10                                      0.00B          0.00B        ~     (all equal)
Medium/memdb-100000-100-16-40/query-hits-slow-10                                       582B ± 0%     1024B ± 0%   ~     (p=1.000 n=1+1)
Medium/memdb-100000-100-16-40/iteration-fast-10                                      23.2MB ± 0%    23.2MB ± 0%   ~     (p=1.000 n=1+1)
Medium/memdb-100000-100-16-40/iteration-slow-10                                      82.4MB ± 0%   141.6MB ± 0%   ~     (p=1.000 n=1+1)
Medium/memdb-100000-100-16-40/update-10                                              26.9kB ± 0%    29.1kB ± 0%   ~     (p=1.000 n=1+1)
Medium/memdb-100000-100-16-40/block-10                                               2.84MB ± 0%    3.12MB ± 0%   ~     (p=1.000 n=1+1)
Medium/goleveldb-100000-100-16-40/query-no-in-tree-guarantee-fast-10                   790B ± 0%      790B ± 0%   ~     (all equal)
Medium/goleveldb-100000-100-16-40/query-no-in-tree-guarantee-slow-10                 1.38kB ± 0%    1.65kB ± 0%   ~     (p=1.000 n=1+1)
Medium/goleveldb-100000-100-16-40/query-hits-fast-10                                  0.00B          0.00B        ~     (all equal)
Medium/goleveldb-100000-100-16-40/query-hits-slow-10                                 1.97kB ± 0%    2.36kB ± 0%   ~     (p=1.000 n=1+1)
Medium/goleveldb-100000-100-16-40/iteration-fast-10                                  29.3MB ± 0%    29.3MB ± 0%   ~     (p=1.000 n=1+1)
Medium/goleveldb-100000-100-16-40/iteration-slow-10                                   270MB ± 0%     313MB ± 0%   ~     (p=1.000 n=1+1)
Medium/goleveldb-100000-100-16-40/update-10                                          43.2kB ± 0%    44.3kB ± 0%   ~     (p=1.000 n=1+1)
Medium/goleveldb-100000-100-16-40/block-10                                           5.03MB ± 0%    5.01MB ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/query-no-in-tree-guarantee-fast-10                   56.0B ± 0%     56.0B ± 0%   ~     (all equal)
Medium/pebbledb-100000-100-16-40/query-no-in-tree-guarantee-slow-10                    451B ± 0%      761B ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/query-hits-fast-10                                   0.00B          0.00B        ~     (all equal)
Medium/pebbledb-100000-100-16-40/query-hits-slow-10                                    657B ± 0%     1102B ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/iteration-fast-10                                   25.6MB ± 0%    25.6MB ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/iteration-slow-10                                   92.1MB ± 0%   151.2MB ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/update-10                                           18.8kB ± 0%    20.3kB ± 0%   ~     (p=1.000 n=1+1)
Medium/pebbledb-100000-100-16-40/block-10                                            2.03MB ± 0%    2.21MB ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/query-no-in-tree-guarantee-fast-10                      88.0B ± 0%     88.0B ± 0%   ~     (all equal)
Large/memdb-1000000-100-16-40/query-no-in-tree-guarantee-slow-10                       555B ± 0%      972B ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/query-hits-fast-10                                       210B ± 0%      222B ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/query-hits-slow-10                                       614B ± 0%     1073B ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/iteration-fast-10                                       232MB ± 0%     232MB ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/iteration-slow-10                                       699MB ± 0%    1202MB ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/update-10                                              33.3kB ± 0%    37.7kB ± 0%   ~     (p=1.000 n=1+1)
Large/memdb-1000000-100-16-40/block-10                                               3.56MB ± 0%    3.93MB ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/query-no-in-tree-guarantee-fast-10                   993B ± 0%      993B ± 0%   ~     (all equal)
Large/goleveldb-1000000-100-16-40/query-no-in-tree-guarantee-slow-10                 3.26kB ± 0%    3.64kB ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/query-hits-fast-10                                 1.04kB ± 0%    1.05kB ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/query-hits-slow-10                                 3.19kB ± 0%    3.67kB ± 0%   ~     (p=1.000 n=1+1)
Large/goleveldb-1000000-100-16-40/iteration-fast-10                                   297MB ± 0%     297MB ± 0%   ~     (p=1.000 n=1+1)
